Date,Title,Price
2026-06-02,"Carry On, Warrior: Thoughts on Life Unarmed",29.31
2026-06-08,Carrie,45.85
2026-06-07,Carrie,46.4
2026-06-06,Carrie,47.55
2026-06-05,Carrie,47.1
2026-06-04,Carrie,47.06
2026-06-03,Carrie,47.77
2026-06-02,Carrie,49.08
2026-06-08,Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.99
2026-06-07,Buying In: The Secret Dialogue Between What We Buy and Who We Are,38.22
2026-06-06,Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.74
2026-06-05,Buying In: The Secret Dialogue Between What We Buy and Who We Are,38.53
2026-06-04,Buying In: The Secret Dialogue Between What We Buy and Who We Are,39.06
2026-06-03,Buying In: The Secret Dialogue Between What We Buy and Who We Are,40.04
2026-06-02,Buying In: The Secret Dialogue Between What We Buy and Who We Are,40.43
2026-06-08,Brain on Fire: My Month of Madness,49.27
2026-06-07,Brain on Fire: My Month of Madness,49.58
2026-06-06,Brain on Fire: My Month of Madness,50.13
2026-06-05,Brain on Fire: My Month of Madness,49.76
2026-06-04,Brain on Fire: My Month of Madness,50.28
2026-06-03,Brain on Fire: My Month of Madness,50.08
2026-06-02,Brain on Fire: My Month of Madness,51.5
2026-06-08,Batman: Europa,33.05
2026-06-07,Batman: Europa,32.7
2026-06-06,Batman: Europa,31.97
2026-06-05,Batman: Europa,31.8
2026-06-04,Batman: Europa,30.57
2026-06-03,Batman: Europa,30.25
2026-06-02,Batman: Europa,31.25
2026-06-08,Barefoot Contessa Back to Basics,28.32
2026-06-07,Barefoot Contessa Back to Basics,27.82
2026-06-06,Barefoot Contessa Back to Basics,28.01
2026-06-05,Barefoot Contessa Back to Basics,27.32
2026-06-04,Barefoot Contessa Back to Basics,27.49
2026-06-03,Barefoot Contessa Back to Basics,26.55
2026-06-02,Barefoot Contessa Back to Basics,25.94
2026-06-08,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,49.79
2026-06-07,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,49.26
2026-06-06,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.69
2026-06-05,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.15
2026-06-04,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,51.47
2026-06-03,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,52.08
2026-06-02,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,51.98
2026-06-08,Balloon Animals,16.79
2026-06-07,Balloon Animals,17.29
2026-06-06,Balloon Animals,17.58
2026-06-05,Balloon Animals,17.92
2026-06-04,Balloon Animals,18.82
2026-06-03,Balloon Animals,19.86
2026-06-02,Balloon Animals,18.61
2026-06-08,Art Ops Vol. 1,49.92
2026-06-07,Art Ops Vol. 1,49.43
2026-06-06,Art Ops Vol. 1,49.74
2026-06-05,Art Ops Vol. 1,50.54
2026-06-04,Art Ops Vol. 1,51.72
2026-06-03,Art Ops Vol. 1,52.92
2026-06-02,Art Ops Vol. 1,54.2
2026-06-08,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),59.0
2026-06-07,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),60.23
2026-06-06,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.93
2026-06-05,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),57.54
2026-06-04,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),57.79
2026-06-03,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.73
2026-06-02,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),59.06
2026-06-08,Angels Walking (Angels Walking #1),34.48
2026-06-07,Angels Walking (Angels Walking #1),33.65
2026-06-06,Angels Walking (Angels Walking #1),34.48
2026-06-05,Angels Walking (Angels Walking #1),35.15
2026-06-04,Angels Walking (Angels Walking #1),35.87
2026-06-03,Angels Walking (Angels Walking #1),35.63
2026-06-02,Angels Walking (Angels Walking #1),35.13
2026-06-08,Angels & Demons (Robert Langdon #1),51.52
2026-06-07,Angels & Demons (Robert Langdon #1),50.12
2026-06-06,Angels & Demons (Robert Langdon #1),50.89
2026-06-05,Angels & Demons (Robert Langdon #1),51.12
2026-06-04,Angels & Demons (Robert Langdon #1),51.4
2026-06-03,Angels & Demons (Robert Langdon #1),50.4
2026-06-02,Angels & Demons (Robert Langdon #1),51.61
2026-06-08,All the Light We Cannot See,29.68
2026-06-07,All the Light We Cannot See,31.11
2026-06-06,All the Light We Cannot See,30.22
2026-06-05,All the Light We Cannot See,30.77
2026-06-04,All the Light We Cannot See,31.81
2026-06-03,All the Light We Cannot See,31.26
2026-06-02,All the Light We Cannot See,31.02
2026-06-08,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",11.64
2026-06-07,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",10.35
2026-06-06,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",9.39
2026-06-05,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",10.23
2026-06-04,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",10.87
2026-06-03,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",9.87
2026-06-02,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",8.46
2026-06-08,Abstract City,54.91
2026-06-07,Abstract City,55.95
2026-06-06,Abstract City,56.15
2026-06-05,Abstract City,56.42
2026-06-04,Abstract City,56.31
2026-06-03,Abstract City,54.91
2026-06-02,Abstract City,54.3
2026-06-08,A Time of Torment (Charlie Parker #14),48.62
2026-06-07,A Time of Torment (Charlie Parker #14),48.17
2026-06-06,A Time of Torment (Charlie Parker #14),47.09
2026-06-05,A Time of Torment (Charlie Parker #14),47.8
2026-06-04,A Time of Torment (Charlie Parker #14),47.89
2026-06-03,A Time of Torment (Charlie Parker #14),46.86
2026-06-02,A Time of Torment (Charlie Parker #14),46.42
2026-06-08,A Study in Scarlet (Sherlock Holmes #1),16.53
2026-06-07,A Study in Scarlet (Sherlock Holmes #1),17.15
2026-06-06,A Study in Scarlet (Sherlock Holmes #1),18.11
2026-06-05,A Study in Scarlet (Sherlock Holmes #1),17.79
2026-06-04,A Study in Scarlet (Sherlock Holmes #1),17.65
2026-06-03,A Study in Scarlet (Sherlock Holmes #1),17.55
2026-06-02,A Study in Scarlet (Sherlock Holmes #1),18.02
2026-06-08,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",57.48
2026-06-07,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",57.22
2026-06-06,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",57.18
2026-06-05,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",57.56
2026-06-04,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",58.41
2026-06-03,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",59.71
2026-06-02,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",61.15
2026-06-08,A People's History of the United States,41.66
2026-06-07,A People's History of the United States,41.16
2026-06-06,A People's History of the United States,40.69
2026-06-05,A People's History of the United States,39.31
2026-06-04,A People's History of the United States,40.18
2026-06-03,A People's History of the United States,38.99
2026-06-02,A People's History of the United States,37.68
2026-06-08,A Man Called Ove,40.45
2026-06-07,A Man Called Ove,40.66
2026-06-06,A Man Called Ove,40.38
2026-06-05,A Man Called Ove,39.46
2026-06-04,A Man Called Ove,38.04
2026-06-03,A Man Called Ove,37.59
2026-06-02,A Man Called Ove,36.25
2026-06-08,A Distant Mirror: The Calamitous 14th Century,15.45
2026-06-07,A Distant Mirror: The Calamitous 14th Century,15.38
2026-06-06,A Distant Mirror: The Calamitous 14th Century,13.97
2026-06-05,A Distant Mirror: The Calamitous 14th Century,14.06
2026-06-04,A Distant Mirror: The Calamitous 14th Century,13.9
2026-06-03,A Distant Mirror: The Calamitous 14th Century,13.96
2026-06-02,A Distant Mirror: The Calamitous 14th Century,13.62
2026-06-08,A Brush of Wings (Angels Walking #3),55.26
2026-06-07,A Brush of Wings (Angels Walking #3),56.39
2026-06-06,A Brush of Wings (Angels Walking #3),57.12
2026-06-05,A Brush of Wings (Angels Walking #3),58.04
2026-06-04,A Brush of Wings (Angels Walking #3),58.72
2026-06-03,A Brush of Wings (Angels Walking #3),58.47
2026-06-02,A Brush of Wings (Angels Walking #3),57.8
2026-06-08,1491: New Revelations of the Americas Before Columbus,21.02
2026-06-07,1491: New Revelations of the Americas Before Columbus,19.54
2026-06-06,1491: New Revelations of the Americas Before Columbus,19.62
2026-06-05,1491: New Revelations of the Americas Before Columbus,20.16
2026-06-04,1491: New Revelations of the Americas Before Columbus,19.8
2026-06-03,1491: New Revelations of the Americas Before Columbus,19.9
2026-06-02,1491: New Revelations of the Americas Before Columbus,20.72
2026-06-08,"The Three Searches, Meaning, and the Story",13.8
2026-06-07,"The Three Searches, Meaning, and the Story",14.55
2026-06-06,"The Three Searches, Meaning, and the Story",15.24
2026-06-05,"The Three Searches, Meaning, and the Story",14.38
2026-06-04,"The Three Searches, Meaning, and the Story",14.75
2026-06-03,"The Three Searches, Meaning, and the Story",14.27
2026-06-02,"The Three Searches, Meaning, and the Story",12.94
2026-06-08,Searching for Meaning in Gailana,39.5
2026-06-07,Searching for Meaning in Gailana,38.39
2026-06-06,Searching for Meaning in Gailana,37.46
2026-06-05,Searching for Meaning in Gailana,38.12
2026-06-04,Searching for Meaning in Gailana,38.71
2026-06-03,Searching for Meaning in Gailana,37.59
2026-06-02,Searching for Meaning in Gailana,37.75
2026-06-08,Rook,37.54
2026-06-07,Rook,36.91
2026-06-06,Rook,36.93
2026-06-05,Rook,35.65
2026-06-04,Rook,36.52
2026-06-03,Rook,35.66
2026-06-02,Rook,34.42
2026-06-08,My Kitchen Year: 136 Recipes That Saved My Life,10.27
2026-06-07,My Kitchen Year: 136 Recipes That Saved My Life,10.44
2026-06-06,My Kitchen Year: 136 Recipes That Saved My Life,11.38
2026-06-05,My Kitchen Year: 136 Recipes That Saved My Life,12.64
2026-06-04,My Kitchen Year: 136 Recipes That Saved My Life,13.12
2026-06-03,My Kitchen Year: 136 Recipes That Saved My Life,12.02
2026-06-02,My Kitchen Year: 136 Recipes That Saved My Life,12.05
2026-06-08,13 Hours: The Inside Account of What Really Happened In Benghazi,25.95
2026-06-07,13 Hours: The Inside Account of What Really Happened In Benghazi,24.9
2026-06-06,13 Hours: The Inside Account of What Really Happened In Benghazi,25.86
2026-06-05,13 Hours: The Inside Account of What Really Happened In Benghazi,24.71
2026-06-04,13 Hours: The Inside Account of What Really Happened In Benghazi,24.73
2026-06-03,13 Hours: The Inside Account of What Really Happened In Benghazi,24.94
2026-06-02,13 Hours: The Inside Account of What Really Happened In Benghazi,23.9
2026-06-08,Will You Won't You Want Me?,15.02
2026-06-07,Will You Won't You Want Me?,13.65
2026-06-06,Will You Won't You Want Me?,14.05
2026-06-05,Will You Won't You Want Me?,14.5
2026-06-04,Will You Won't You Want Me?,14.24
2026-06-03,Will You Won't You Want Me?,12.9
2026-06-02,Will You Won't You Want Me?,11.69
2026-06-08,Tipping Point for Planet Earth: How Close Are We to the Edge?,38.33
2026-06-07,Tipping Point for Planet Earth: How Close Are We to the Edge?,38.56
2026-06-06,Tipping Point for Planet Earth: How Close Are We to the Edge?,39.09
2026-06-05,Tipping Point for Planet Earth: How Close Are We to the Edge?,39.17
2026-06-04,Tipping Point for Planet Earth: How Close Are We to the Edge?,39.17
2026-06-03,Tipping Point for Planet Earth: How Close Are We to the Edge?,38.23
2026-06-02,Tipping Point for Planet Earth: How Close Are We to the Edge?,37.67
2026-06-08,The Star-Touched Queen,33.59
2026-06-07,The Star-Touched Queen,34.4
2026-06-06,The Star-Touched Queen,34.66
2026-06-05,The Star-Touched Queen,34.44
2026-06-04,The Star-Touched Queen,33.9
2026-06-03,The Star-Touched Queen,32.49
2026-06-02,The Star-Touched Queen,33.82
2026-06-08,The Silent Sister (Riley MacPherson #1),46.21
2026-06-07,The Silent Sister (Riley MacPherson #1),47.28
2026-06-06,The Silent Sister (Riley MacPherson #1),46.33
2026-06-05,The Silent Sister (Riley MacPherson #1),44.87
2026-06-04,The Silent Sister (Riley MacPherson #1),44.12
2026-06-03,The Silent Sister (Riley MacPherson #1),42.64
2026-06-02,The Silent Sister (Riley MacPherson #1),42.29
2026-06-08,The Midnight Watch: A Novel of the Titanic and the Californian,26.14
2026-06-07,The Midnight Watch: A Novel of the Titanic and the Californian,25.33
2026-06-06,The Midnight Watch: A Novel of the Titanic and the Californian,25.94
2026-06-05,The Midnight Watch: A Novel of the Titanic and the Californian,24.45
2026-06-04,The Midnight Watch: A Novel of the Titanic and the Californian,24.4
2026-06-03,The Midnight Watch: A Novel of the Titanic and the Californian,25.81
2026-06-02,The Midnight Watch: A Novel of the Titanic and the Californian,25.74
2026-06-08,The Lonely City: Adventures in the Art of Being Alone,34.06
2026-06-07,The Lonely City: Adventures in the Art of Being Alone,32.66
2026-06-06,The Lonely City: Adventures in the Art of Being Alone,33.38
2026-06-05,The Lonely City: Adventures in the Art of Being Alone,32.49
2026-06-04,The Lonely City: Adventures in the Art of Being Alone,31.26
2026-06-03,The Lonely City: Adventures in the Art of Being Alone,31.7
2026-06-02,The Lonely City: Adventures in the Art of Being Alone,30.56
2026-06-08,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,58.21
2026-06-07,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,57.03
2026-06-06,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,57.27
2026-06-05,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,58.12
2026-06-04,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.11
2026-06-03,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,58.27
2026-06-02,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.5
2026-06-08,The Golden Condom: And Other Essays on Love Lost and Found,39.43
2026-06-07,The Golden Condom: And Other Essays on Love Lost and Found,38.94
2026-06-06,The Golden Condom: And Other Essays on Love Lost and Found,40.29
2026-06-05,The Golden Condom: And Other Essays on Love Lost and Found,41.35
2026-06-04,The Golden Condom: And Other Essays on Love Lost and Found,40.52
2026-06-03,The Golden Condom: And Other Essays on Love Lost and Found,41.87
2026-06-02,The Golden Condom: And Other Essays on Love Lost and Found,41.28
2026-06-08,The Epidemic (The Program 0.6),13.95
2026-06-07,The Epidemic (The Program 0.6),12.8
2026-06-06,The Epidemic (The Program 0.6),13.9
2026-06-05,The Epidemic (The Program 0.6),14.93
2026-06-04,The Epidemic (The Program 0.6),14.76
2026-06-03,The Epidemic (The Program 0.6),15.81
2026-06-02,The Epidemic (The Program 0.6),16.75
2026-06-08,The Dinner Party,56.48
2026-06-07,The Dinner Party,57.76
2026-06-06,The Dinner Party,56.87
2026-06-05,The Dinner Party,55.38
2026-06-04,The Dinner Party,56.13
2026-06-03,The Dinner Party,56.08
2026-06-02,The Dinner Party,54.63
2026-06-08,The Diary of a Young Girl,59.1
2026-06-07,The Diary of a Young Girl,58.18
2026-06-06,The Diary of a Young Girl,57.0
2026-06-05,The Diary of a Young Girl,57.73
2026-06-04,The Diary of a Young Girl,56.45
2026-06-03,The Diary of a Young Girl,55.47
2026-06-02,The Diary of a Young Girl,54.57
2026-06-08,The Children,12.53
2026-06-07,The Children,11.53
2026-06-06,The Children,10.44
2026-06-05,The Children,11.84
2026-06-04,The Children,10.51
2026-06-03,The Children,10.34
2026-06-02,The Children,8.96
2026-06-08,Stars Above (The Lunar Chronicles #4.5),47.46
2026-06-07,Stars Above (The Lunar Chronicles #4.5),48.47
2026-06-06,Stars Above (The Lunar Chronicles #4.5),49.19
2026-06-05,Stars Above (The Lunar Chronicles #4.5),49.49
2026-06-04,Stars Above (The Lunar Chronicles #4.5),49.27
2026-06-03,Stars Above (The Lunar Chronicles #4.5),48.69
2026-06-02,Stars Above (The Lunar Chronicles #4.5),49.54
2026-06-08,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.16
2026-06-07,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.41
2026-06-06,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.99
2026-06-05,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,23.0
2026-06-04,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,24.21
2026-06-03,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,23.43
2026-06-02,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,23.31
2026-06-08,Raspberry Pi Electronics Projects for the Evil Genius,51.03
2026-06-07,Raspberry Pi Electronics Projects for the Evil Genius,52.35
2026-06-06,Raspberry Pi Electronics Projects for the Evil Genius,50.99
2026-06-05,Raspberry Pi Electronics Projects for the Evil Genius,51.55
2026-06-04,Raspberry Pi Electronics Projects for the Evil Genius,50.66
2026-06-03,Raspberry Pi Electronics Projects for the Evil Genius,50.95
2026-06-02,Raspberry Pi Electronics Projects for the Evil Genius,51.43
2026-06-08,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,41.8
2026-06-07,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,41.05
2026-06-06,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,39.75
2026-06-05,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,40.19
2026-06-04,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,39.59
2026-06-03,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,40.16
2026-06-02,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,40.29
2026-06-08,Psycho: Sanitarium (Psycho #1.5),35.58
2026-06-07,Psycho: Sanitarium (Psycho #1.5),34.36
2026-06-06,Psycho: Sanitarium (Psycho #1.5),34.76
2026-06-05,Psycho: Sanitarium (Psycho #1.5),33.85
2026-06-04,Psycho: Sanitarium (Psycho #1.5),34.67
2026-06-03,Psycho: Sanitarium (Psycho #1.5),36.15
2026-06-02,Psycho: Sanitarium (Psycho #1.5),37.43
2026-06-08,Poisonous (Max Revere Novels #3),26.0
2026-06-07,Poisonous (Max Revere Novels #3),27.48
2026-06-06,Poisonous (Max Revere Novels #3),27.01
2026-06-05,Poisonous (Max Revere Novels #3),25.95
2026-06-04,Poisonous (Max Revere Novels #3),26.81
2026-06-03,Poisonous (Max Revere Novels #3),27.02
2026-06-02,Poisonous (Max Revere Novels #3),27.19
2026-06-08,One with You (Crossfire #5),16.75
2026-06-07,One with You (Crossfire #5),17.81
2026-06-06,One with You (Crossfire #5),18.09
2026-06-05,One with You (Crossfire #5),17.4
2026-06-04,One with You (Crossfire #5),17.28
2026-06-03,One with You (Crossfire #5),18.18
2026-06-02,One with You (Crossfire #5),18.72
2026-06-08,No Love Allowed (Dodge Cove #1),54.35
2026-06-07,No Love Allowed (Dodge Cove #1),55.09
2026-06-06,No Love Allowed (Dodge Cove #1),54.29
2026-06-05,No Love Allowed (Dodge Cove #1),55.02
2026-06-04,No Love Allowed (Dodge Cove #1),54.31
2026-06-03,No Love Allowed (Dodge Cove #1),54.68
2026-06-02,No Love Allowed (Dodge Cove #1),55.0
2026-06-08,Murder at the 42nd Street Library (Raymond Ambler #1),54.6
2026-06-07,Murder at the 42nd Street Library (Raymond Ambler #1),54.22
2026-06-06,Murder at the 42nd Street Library (Raymond Ambler #1),53.71
2026-06-05,Murder at the 42nd Street Library (Raymond Ambler #1),54.3
2026-06-04,Murder at the 42nd Street Library (Raymond Ambler #1),53.74
2026-06-03,Murder at the 42nd Street Library (Raymond Ambler #1),54.96
2026-06-02,Murder at the 42nd Street Library (Raymond Ambler #1),56.25
2026-06-08,Most Wanted,36.37
2026-06-07,Most Wanted,36.06
2026-06-06,Most Wanted,34.81
2026-06-05,Most Wanted,33.74
2026-06-04,Most Wanted,32.39
2026-06-03,Most Wanted,32.38
2026-06-02,Most Wanted,32.26
2026-06-08,"Love, Lies and Spies",19.23
2026-06-07,"Love, Lies and Spies",19.38
2026-06-06,"Love, Lies and Spies",20.64
2026-06-05,"Love, Lies and Spies",21.31
2026-06-04,"Love, Lies and Spies",20.05
2026-06-03,"Love, Lies and Spies",19.76
2026-06-02,"Love, Lies and Spies",20.07
2026-06-08,How to Speak Golf: An Illustrated Guide to Links Lingo,57.3
2026-06-07,How to Speak Golf: An Illustrated Guide to Links Lingo,58.78
2026-06-06,How to Speak Golf: An Illustrated Guide to Links Lingo,58.19
2026-06-05,How to Speak Golf: An Illustrated Guide to Links Lingo,58.82
2026-06-04,How to Speak Golf: An Illustrated Guide to Links Lingo,58.06
2026-06-03,How to Speak Golf: An Illustrated Guide to Links Lingo,57.6
2026-06-02,How to Speak Golf: An Illustrated Guide to Links Lingo,57.55
2026-06-08,Hide Away (Eve Duncan #20),13.25
2026-06-07,Hide Away (Eve Duncan #20),13.23
2026-06-06,Hide Away (Eve Duncan #20),13.84
2026-06-05,Hide Away (Eve Duncan #20),12.74
2026-06-04,Hide Away (Eve Duncan #20),13.22
2026-06-03,Hide Away (Eve Duncan #20),13.72
2026-06-02,Hide Away (Eve Duncan #20),14.79
2026-06-08,Furiously Happy: A Funny Book About Horrible Things,41.52
2026-06-07,Furiously Happy: A Funny Book About Horrible Things,41.3
2026-06-06,Furiously Happy: A Funny Book About Horrible Things,42.73
2026-06-05,Furiously Happy: A Funny Book About Horrible Things,43.01
2026-06-04,Furiously Happy: A Funny Book About Horrible Things,44.06
2026-06-03,Furiously Happy: A Funny Book About Horrible Things,44.78
2026-06-02,Furiously Happy: A Funny Book About Horrible Things,46.17
2026-06-08,Everyday Italian: 125 Simple and Delicious Recipes,20.29
2026-06-07,Everyday Italian: 125 Simple and Delicious Recipes,21.7
2026-06-06,Everyday Italian: 125 Simple and Delicious Recipes,22.49
2026-06-05,Everyday Italian: 125 Simple and Delicious Recipes,21.37
2026-06-04,Everyday Italian: 125 Simple and Delicious Recipes,21.6
2026-06-03,Everyday Italian: 125 Simple and Delicious Recipes,20.21
2026-06-02,Everyday Italian: 125 Simple and Delicious Recipes,20.8
2026-06-08,Equal Is Unfair: America's Misguided Fight Against Income Inequality,57.57
2026-06-07,Equal Is Unfair: America's Misguided Fight Against Income Inequality,58.75
2026-06-06,Equal Is Unfair: America's Misguided Fight Against Income Inequality,59.54
2026-06-05,Equal Is Unfair: America's Misguided Fight Against Income Inequality,59.46
2026-06-04,Equal Is Unfair: America's Misguided Fight Against Income Inequality,60.7
2026-06-03,Equal Is Unfair: America's Misguided Fight Against Income Inequality,61.64
2026-06-02,Equal Is Unfair: America's Misguided Fight Against Income Inequality,60.72
2026-06-08,Eleanor & Park,57.48
2026-06-07,Eleanor & Park,56.3
2026-06-06,Eleanor & Park,55.11
2026-06-05,Eleanor & Park,54.43
2026-06-04,Eleanor & Park,54.79
2026-06-03,Eleanor & Park,54.75
2026-06-02,Eleanor & Park,54.69
2026-06-08,Dirty (Dive Bar #1),41.08
2026-06-07,Dirty (Dive Bar #1),41.98
2026-06-06,Dirty (Dive Bar #1),42.0
2026-06-05,Dirty (Dive Bar #1),40.79
2026-06-04,Dirty (Dive Bar #1),42.13
2026-06-03,Dirty (Dive Bar #1),41.66
2026-06-02,Dirty (Dive Bar #1),42.03
2026-06-08,Can You Keep a Secret? (Fear Street Relaunch #4),47.96
2026-06-07,Can You Keep a Secret? (Fear Street Relaunch #4),46.81
2026-06-06,Can You Keep a Secret? (Fear Street Relaunch #4),46.51
2026-06-05,Can You Keep a Secret? (Fear Street Relaunch #4),45.23
2026-06-04,Can You Keep a Secret? (Fear Street Relaunch #4),45.45
2026-06-03,Can You Keep a Secret? (Fear Street Relaunch #4),46.38
2026-06-02,Can You Keep a Secret? (Fear Street Relaunch #4),45.88
2026-06-08,Boar Island (Anna Pigeon #19),60.89
2026-06-07,Boar Island (Anna Pigeon #19),62.01
2026-06-06,Boar Island (Anna Pigeon #19),60.69
2026-06-05,Boar Island (Anna Pigeon #19),61.19
2026-06-04,Boar Island (Anna Pigeon #19),61.17
2026-06-03,Boar Island (Anna Pigeon #19),61.78
2026-06-02,Boar Island (Anna Pigeon #19),62.88
2026-06-08,A Paris Apartment,40.47
2026-06-07,A Paris Apartment,40.14
2026-06-06,A Paris Apartment,39.34
2026-06-05,A Paris Apartment,39.08
2026-06-04,A Paris Apartment,38.82
2026-06-03,A Paris Apartment,38.86
2026-06-02,A Paris Apartment,40.3
2026-06-08,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",37.99
2026-06-07,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.78
2026-06-06,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",37.34
2026-06-05,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.38
2026-06-04,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",36.91
2026-06-03,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",36.93
2026-06-02,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",37.93
2026-06-08,Troublemaker: Surviving Hollywood and Scientology,49.29
2026-06-07,Troublemaker: Surviving Hollywood and Scientology,49.01
2026-06-06,Troublemaker: Surviving Hollywood and Scientology,49.09
2026-06-05,Troublemaker: Surviving Hollywood and Scientology,49.54
2026-06-04,Troublemaker: Surviving Hollywood and Scientology,50.03
2026-06-03,Troublemaker: Surviving Hollywood and Scientology,50.16
2026-06-02,Troublemaker: Surviving Hollywood and Scientology,51.36
2026-06-08,The Widow,27.27
2026-06-07,The Widow,26.08
2026-06-06,The Widow,27.07
2026-06-05,The Widow,27.88
2026-06-04,The Widow,28.13
2026-06-03,The Widow,26.71
2026-06-02,The Widow,27.04
2026-06-08,"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.08
2026-06-07,"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.88
2026-06-06,"The Sleep Revolution: Transforming Your Life, One Night at a Time",12.71
2026-06-05,"The Sleep Revolution: Transforming Your Life, One Night at a Time",12.93
2026-06-04,"The Sleep Revolution: Transforming Your Life, One Night at a Time",13.57
2026-06-03,"The Sleep Revolution: Transforming Your Life, One Night at a Time",14.29
2026-06-02,"The Sleep Revolution: Transforming Your Life, One Night at a Time",15.55
2026-06-08,The Improbability of Love,58.95
2026-06-07,The Improbability of Love,60.38
2026-06-06,The Improbability of Love,61.26
2026-06-05,The Improbability of Love,60.83
2026-06-04,The Improbability of Love,60.09
2026-06-03,The Improbability of Love,61.39
2026-06-02,The Improbability of Love,60.95
2026-06-08,The Art of Startup Fundraising,21.72
2026-06-07,The Art of Startup Fundraising,23.1
2026-06-06,The Art of Startup Fundraising,22.78
